,InchiKey,ClassyFire compound kingdom,SMILES,both same,SMILES with metal ions removed,Status,Dataset
349,DXPPIEDUBFUSEZ-UHFFFAOYSA-N,Organic compounds,C=CC(=O)OCCCCCC(C)C,True,C=CC(=O)OCCCCCC(C)C,0,CCRIS
350,DYNKRGCMLGUEMN-YFKPBYRVSA-N,Organic compounds,C[C@H]1CC=CC(=O)O1,True,C[C@H]1CC=CC(=O)O1,0,IARC
351,DYSXLQBUUOPLBB-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],True,[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],1,CPDB
352,DZBUGLKDJFMEHC-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)nc1c(c2)cccc1,True,c1ccc2c(c1)nc1c(c2)cccc1,0,CCRIS
353,DZCAZXAJPZCSCU-UHFFFAOYSA-K,Organic compounds,[O-]C(=O)CN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+],False,[O-]C(=O)CN(CC(=O)[O-])CC(=O)[O-],1,CCRIS
354,FABPRXSRWADJSP-MEDUHNTESA-N,Organic compounds,COc1c(N2C[C@@H]3[C@H](C2)CCCN3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,True,COc1c(N2C[C@@H]3[C@H](C2)CCCN3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,0,CCRIS
355,FBDMBZUBJMTFFS-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,True,[O-][N+](=O)c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,0,CCRIS
356,FBHSPRKOSMHSIF-GRMWVWQJSA-N,Organic compounds,CC(=O)OCC(=O)[C@@]12N=C(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)C,True,CC(=O)OCC(=O)[C@@]12N=C(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)C,0,CPDB
357,FBOZXECLQNJBKD-ZDUSSCGKSA-N,Organic compounds,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,True,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,0,IARC
358,FBPFZTCFMRRESA-KVTDHHQDSA-N,Organic compounds,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,True,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0,CCRIS
359,FCEVNJIUIMLVML-QPSVUOIXSA-N,Organic compounds,C/C=C\1/CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC1=O)CC3,True,C/C=C\1/CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC1=O)CC3,0,IARC
360,FCHUPHLUKSIOHS-UHFFFAOYSA-N,Organic compounds,CCCCN(N=O)C1CCC(=O)O1,True,CCCCN(N=O)C1CCC(=O)O1,1,CCRIS
361,FCKJYANJHNLEEP-XRWYNYHCSA-N,Organic compounds,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CC[C@H](C(O)(C)C)O)C)C)/C1,True,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CC[C@H](C(O)(C)C)O)C)C)/C1,0,CPDB
362,FCYWOYUDCUKTJC-UHFFFAOYSA-N,Organic compounds,CCN(CC(F)(F)F)N=O,True,CCN(CC(F)(F)F)N=O,1,CCRIS
363,FDCJUXDANKKYRM-UHFFFAOYSA-N,Organic compounds,CC1CN(N=O)CC(N1C(=O)c1ccccc1)C,True,CC1CN(N=O)CC(N1C(=O)c1ccccc1)C,1,CCRIS
364,FDJQHYWUHGBBTO-UHFFFAOYSA-N,Organic compounds,OS(=O)(=O)O.COc1ccc(cc1N)N,True,OS(=O)(=O)O.COc1ccc(cc1N)N,1,CCRIS
365,FDKXTQMXEQVLRF-WEHFZIANSA-N,Organic compounds,C([2H])(N(C([2H])([2H])[2H])/N=N/c1nc[nH]c1C(=O)N)([2H])[2H],True,C([2H])(N(C([2H])([2H])[2H])/N=N/c1nc[nH]c1C(=O)N)([2H])[2H],1,CHEBI
366,FDKXTQMXEQVLRF-ZHACJKMWSA-N,Organic compounds,CN(/N=N/c1nc[nH]c1C(=O)N)C,True,CN(/N=N/c1nc[nH]c1C(=O)N)C,1,CCRIS
367,FERSVTRMSSXKOL-UHFFFAOYSA-N,Organic compounds,CCN(CC#CC(OC(=O)C(c1ccccc1)(C1CCCCC1)O)(C)C)CC.O.Cl,True,CCN(CC#CC(OC(=O)C(c1ccccc1)(C1CCCCC1)O)(C)C)CC.O.Cl,0,CPDBAS
368,FFDDLJYKJQGSPW-UHFFFAOYSA-N,Organic compounds,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C.Cl,True,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C.Cl,0,CPDBAS
369,FFEARJCKVFRZRR-UHFFFAOYSA-N,Organic compounds,CSCCC(C(=O)O)N,True,CSCCC(C(=O)O)N,0,CPDBAS
370,FFSXTYIBUNXZMF-UHFFFAOYSA-N,Organic compounds,O=NN(C(=O)Oc1cccc2c1cccc2)C,True,O=NN(C(=O)Oc1cccc2c1cccc2)C,1,CCRIS
371,FFYZMBQLAYDJIG-UHFFFAOYSA-N,Organic compounds,Nc1ccc2c(c1)c1ccccc1o2,True,Nc1ccc2c(c1)c1ccccc1o2,1,CPDBAS
372,FGDKXSJXYFAHHH-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1ccc2c(c1)c1ccc(c3c1c2ccc3)[N+](=O)[O-],True,[O-][N+](=O)c1ccc2c(c1)c1ccc(c3c1c2ccc3)[N+](=O)[O-],1,CCRIS
373,FGGYSLIDOXIJNP-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1cc2ccccc2c2c1c(cc1c2OCO1)C(=O)O.COc1cccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O.COc1cccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O,True,[O-][N+](=O)c1cc2ccccc2c2c1c(cc1c2OCO1)C(=O)O.COc1cccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O.COc1cccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O,1,CCRIS
374,FGIAIVMJOQGFOI-UHFFFAOYSA-N,Organic compounds,CCN(CC(=O)O)N=O,True,CCN(CC(=O)O)N=O,0,CCRIS
375,FGLBSLMDCBOPQK-WFGJKAKNSA-N,Organic compounds,C([2H])(C(C([2H])([2H])[2H])[N+](=O)[O-])([2H])[2H],True,C([2H])(C(C([2H])([2H])[2H])[N+](=O)[O-])([2H])[2H],1,CHEBI
376,FHIVAFMUCKRCQO-UHFFFAOYSA-N,Organic compounds,CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,True,CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,0,CCRIS
377,FHKUUILMHIOLID-UHFFFAOYSA-N,Organic compounds,ClCCC(CCCC(CCCC(CCCC(CCCC(CCCC(Cl)C)Cl)Cl)Cl)Cl)Cl,True,ClCCC(CCCC(CCCC(CCCC(CCCC(CCCC(Cl)C)Cl)Cl)Cl)Cl)Cl,1,CCRIS
378,FHNINJWBTRXEBC-UHFFFAOYSA-N,Organic compounds,Oc1ccc2c(c1N=Nc1ccc(cc1)N=Nc1ccccc1)cccc2,True,Oc1ccc2c(c1N=Nc1ccc(cc1)N=Nc1ccccc1)cccc2,0,CCRIS
379,FIKAKWIAUPDISJ-UHFFFAOYSA-L,Organic compounds,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],True,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],0,USEPA
380,FJDPATXIBIBRIM-UHFFFAOYSA-N,Organic compounds,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(C)C,True,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(C)C,0,CCRIS
381,FJLGEFLZQAZZCD-MCBHFWOFSA-N,Organic compounds,OC(=O)C[C@@H](C[C@@H](/C=C/c1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,True,OC(=O)C[C@@H](C[C@@H](/C=C/c1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,1,CPDB
382,FJQLVOHCPDYIFE-UHFFFAOYSA-N,Organic compounds,OCc1c2ccc3c4c2c(c2c1cccc2)ccc4ccc3,True,OCc1c2ccc3c4c2c(c2c1cccc2)ccc4ccc3,1,CCRIS
383,FJQXCDYVZAHXNS-UHFFFAOYSA-N,Organic compounds,CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C.Cl,True,CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C.Cl,0,CCRIS
384,FJTNLJLPLJDTRM-UHFFFAOYSA-N,Organic compounds,Nc1ccc2c(n1)[nH]c1c2cccc1,True,Nc1ccc2c(n1)[nH]c1c2cccc1,1,CPDBAS
385,FKAGNGDVPDABRM-UHFFFAOYSA-N,Organic compounds,CCC(=O)CNCN=O,True,CCC(=O)CNCN=O,1,CCRIS
386,FKZLAQOTFPPENP-UHFFFAOYSA-N,Organic compounds,OCC(CN(CC(O)C)N=O)O,True,OCC(CN(CC(O)C)N=O)O,1,CPDBAS
387,FLAQQSHRLBFIEZ-UHFFFAOYSA-N,Organic compounds,O=NN(CCCC(=O)c1cccnc1)C,True,O=NN(CCCC(=O)c1cccnc1)C,1,IARC
388,FLLRQABPKFCXSO-UHFFFAOYSA-N,Organic compounds,COc1cc(c(cc1C(C)(C)C)O)C(C)(C)C,True,COc1cc(c(cc1C(C)(C)C)O)C(C)(C)C,0,CCRIS
389,FLPPEMNGWYFRSK-UHFFFAOYSA-N,Organic compounds,CC(OCC(OC(=O)C)C)COC(=O)C,True,CC(OCC(OC(=O)C)C)COC(=O)C,0,NTP
390,FMAZQSYXRGRESX-UHFFFAOYSA-N,Organic compounds,C1C(O1)C(=O)N,True,C1C(O1)C(=O)N,1,NPT
391,FMGSKLZLMKYGDP-USOAJAOKSA-N,Organic compounds,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,True,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,1,CCRIS
392,FMHHVULEAZTJMA-UHFFFAOYSA-N,Organic compounds,Cc1cc2c(o1)c(C)c1c(c2)c(C)cc(=O)o1,True,Cc1cc2c(o1)c(C)c1c(c2)c(C)cc(=O)o1,0,IARC
393,FMKBEVQUKYPUEJ-UHFFFAOYSA-N,Organic compounds,CCN(C(=O)NCC(=O)C)N=O,True,CCN(C(=O)NCC(=O)C)N=O,1,CCRIS
394,FMMWHPNWAFZXNH-GPSXYVNVSA-N,Organic compounds,c1ccc2c(c1)c1[13cH]cc3c4c1c(c2)[13cH]cc4ccc3,True,c1ccc2c(c1)c1[13cH]cc3c4c1c(c2)[13cH]cc4ccc3,1,CHEBI
395,FMMWHPNWAFZXNH-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,True,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,1,IARC
396,FNYLWPVRPXGIIP-UHFFFAOYSA-N,Organic compounds,Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,True,Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,1,CPDBAS
397,FNYZFZRGBBCWBI-UHFFFAOYSA-L,Organic compounds,Clc1cc(Sc2cc(Cl)cc(c2[O-])Cl)c(c(c1)Cl)[O-].[Na+].[Na+],False,Clc1cc(Sc2cc(Cl)cc(c2[O-])Cl)c(c(c1)Cl)[O-],0,CPDBAS
398,FOCAUTSVDIKZOP-UHFFFAOYSA-N,Organic compounds,OC(=O)CCl,True,OC(=O)CCl,0,CCRIS
399,FOCVUCIESVLUNU-UHFFFAOYSA-N,Organic compounds,S=P(N1CC1)(N1CC1)N1CC1,True,S=P(N1CC1)(N1CC1)N1CC1,1,CCRIS
400,FODTZLFLDFKIQH-FSVGXZBPSA-N,Organic compounds,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34[C@H](C2(C)C)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H](CCC=C(C)C)C)C)ccc1O,True,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34[C@H](C2(C)C)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H](CCC=C(C)C)C)C)ccc1O,0,CCRIS
401,FOUWCSDKDDHKQP-UHFFFAOYSA-N,Organic compounds,C#CCN1C(=O)COc2c1cc(c(c2)F)N1C(=O)C2=C(C1=O)CCCC2,True,C#CCN1C(=O)COc2c1cc(c(c2)F)N1C(=O)C2=C(C1=O)CCCC2,0,CCRIS
402,FQPSGWSUVKBHSU-UHFFFAOYSA-N,Organic compounds,CC(=C)C(=O)N,True,CC(=C)C(=O)N,1,CCRIS
403,FQYUMYWMJTYZTK-UHFFFAOYSA-N,Organic compounds,O1CC1COc1ccccc1,True,O1CC1COc1ccccc1,1,CPDBAS
404,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,Organic compounds,OC(=O)CC(C(=O)O)(CC(=O)O)O.CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,True,OC(=O)CC(C(=O)O)(CC(=O)O)O.CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,1,CPDBAS
405,FRCCEHPWNOQAEU-UHFFFAOYSA-N,Organic compounds,ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,True,ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,1,CPDBAS
406,FRCHKSNAZZFGCA-UHFFFAOYSA-N,Organic compounds,CC(Cl)(Cl)F,True,CC(Cl)(Cl)F,1,CCRIS
407,FRIJWEQBTIZQMD-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)Cc1c2c2ccccc2cc1,True,c1ccc2c(c1)Cc1c2c2ccccc2cc1,0,IARC
408,FSEKIHNIDBATFG-UHFFFAOYSA-N,Organic compounds,CS(=O)(=O)O.CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)N=C(N)N)C,True,CS(=O)(=O)O.CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)N=C(N)N)C,0,CPDB
409,FSSFFQIVJQERFY-UHFFFAOYSA-N,Organic compounds,Nc1ccc(c(c1)N)C.Cl.Cl,True,Nc1ccc(c(c1)N)C.Cl.Cl,1,CPDBAS
410,FSSICIQKZGUEAE-UHFFFAOYSA-N,Organic compounds,CN(CCN(c1ccccn1)Cc1ccccc1)C.Cl,True,CN(CCN(c1ccccn1)Cc1ccccc1)C.Cl,0,CCRIS
411,FSSPGSAQUIYDCN-UHFFFAOYSA-N,Organic compounds,O=S1(=O)CCCO1,True,O=S1(=O)CCCO1,1,CCRIS
412,FSVJFNAIGNNGKK-UHFFFAOYSA-N,Organic compounds,O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1,True,O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1,0,CCRIS
413,FTOVXSOBNPWTSH-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)c1cc3ccccc3c3c1c2ccc3,True,c1ccc2c(c1)c1cc3ccccc3c3c1c2ccc3,1,CCRIS
414,FUCMFBXWLUGVIZ-UHFFFAOYSA-N,Organic compounds,O=NN1CCCN(CC1)N=O,True,O=NN1CCCN(CC1)N=O,1,CPDBAS
415,FUHMZYWBSHTEDZ-UHFFFAOYSA-M,Organic compounds,COc1nc(Oc2cccc(c2C(=O)[O-])Oc2nc(OC)cc(n2)OC)nc(c1)OC.[Na+],False,COc1nc(Oc2cccc(c2C(=O)[O-])Oc2nc(OC)cc(n2)OC)nc(c1)OC,0,CCRIS
416,FULZLIGZKMKICU-UHFFFAOYSA-N,Organic compounds,NC(=S)Nc1ccccc1,True,NC(=S)Nc1ccccc1,0,CCRIS
417,FUSGACRLAFQQRL-UHFFFAOYSA-N,Organic compounds,CCN(C(=O)N)N=O,True,CCN(C(=O)N)N=O,1,CCRIS
418,FVLVBPDQNARYJU-UHFFFAOYSA-N,Organic compounds,ClCCN(C(=O)NC1CCC(CC1)C)N=O,True,ClCCN(C(=O)NC1CCC(CC1)C)N=O,1,IARC
419,FVNCCTJGBOTWTM-UHFFFAOYSA-N,Organic compounds,ONc1nc2c(n1C)ccc1c2nc(C)cn1,True,ONc1nc2c(n1C)ccc1c2nc(C)cn1,1,CCRIS
420,FWFOOWHDKQMDKI-UHFFFAOYSA-N,Organic compounds,OCc1c2ccc3c(c2cc2c1cccc2)cccc3,True,OCc1c2ccc3c(c2cc2c1cccc2)cccc3,1,CCRIS
421,FWIVLSMSIPKDRU-UHFFFAOYSA-N,Organic compounds,CCCCCCCCCCN(N=O)C,True,CCCCCCCCCCN(N=O)C,1,CCRIS
422,FXDLIMJMHVKXAR-UHFFFAOYSA-K,Organic compounds,[O-]C(=O)CN(CC(=O)[O-])CC(=O)[O-].[Fe+3],False,[O-]C(=O)CN(CC(=O)[O-])CC(=O)[O-],1,CCRIS
423,FXHOOIRPVKKKFG-UHFFFAOYSA-N,Organic compounds,CC(=O)N(C)C,True,CC(=O)N(C)C,0,CCRIS
424,FXNQQEVEDZAAJM-UHFFFAOYSA-K,Organic compounds,[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)O)CC(=O)[O-].O.O.O.[Na+].[Na+].[Na+],False,[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)O)CC(=O)[O-].O.O.O,0,CPDBAS
425,FYAMXEPQQLNQDM-UHFFFAOYSA-N,Organic compounds,O=P(N1CC1)(N1CC1)N1CC1,True,O=P(N1CC1)(N1CC1)N1CC1,0,IARC
426,FYHCYBZRXZCUPO-CMDGGOBGSA-N,Organic compounds,CCC(=O)N(c1ccc(cc1)/C=C/c1ccccc1)O,True,CCC(=O)N(c1ccc(cc1)/C=C/c1ccccc1)O,1,CCRIS
427,FYXKXZFTZBYYNP-UHFFFAOYSA-N,Organic compounds,O=C1c2ccccc2C(=O)c2c1ccc(c2[N+](=O)[O-])C,True,O=C1c2ccccc2C(=O)c2c1ccc(c2[N+](=O)[O-])C,1,CCRIS
428,FZBOFNLBBMIJMT-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1c2ccccc2c2c3c1ccc1c3c(cc2)ccc1[N+](=O)[O-],True,[O-][N+](=O)c1c2ccccc2c2c3c1ccc1c3c(cc2)ccc1[N+](=O)[O-],1,CCRIS
429,FZENGILVLUJGJX-NSCUHMNNSA-N,Organic compounds,C/C=N/O,True,C/C=N/O,0,CPDB
430,FZLYSKBNPHIISI-UHFFFAOYSA-N,Organic compounds,Cc1cc2[nH]c3c(c2c2c1cccc2)c1ccccc1c(c3)C,True,Cc1cc2[nH]c3c(c2c2c1cccc2)c1ccccc1c(c3)C,1,CCRIS
431,FZNCGRZWXLXZSZ-CIQUZCHMSA-N,Organic compounds,OCC(N[C@H]1C[C@](O)(CO)[C@H]([C@@H]([C@H]1O)O)O)CO,True,OCC(N[C@H]1C[C@](O)(CO)[C@H]([C@@H]([C@H]1O)O)O)CO,0,CPDBAS
432,FZNCGRZWXLXZSZ-UHFFFAOYSA-N,Organic compounds,OCC(NC1CC(O)(CO)C(C(C1O)O)O)CO,True,OCC(NC1CC(O)(CO)C(C(C1O)O)O)CO,0,CCRIS
433,FZWBNHMXJMCXLU-UHFFFAOYSA-N,Organic compounds,O=CC(C(C(C(COC1OC(COC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O)O)O)O)O,True,O=CC(C(C(C(COC1OC(COC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O)O)O)O)O,0,CCRIS
434,FZWGECJQACGGTI-UHFFFAOYSA-N,Organic compounds,Nc1nc2ncn(c2c(=O)[nH]1)C,True,Nc1nc2ncn(c2c(=O)[nH]1)C,0,CPDB
435,GBHCABUWWQUMAJ-UHFFFAOYSA-N,Organic compounds,NNCCO,True,NNCCO,1,CPDB
436,GBKLAYXZNQSPBS-XYSQQLOGSA-N,Organic compounds,ClCCNC[C@H]([C@H]([C@@H]([C@@H](CNCCCl)O)O)O)O.Cl.Cl,True,ClCCNC[C@H]([C@H]([C@@H]([C@@H](CNCCCl)O)O)O)O.Cl.Cl,0,IARC
437,GBRQITRRSMLICN-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1c2ccccc2cc2c1c1ccccc1c1c2cccc1,True,[O-][N+](=O)c1c2ccccc2cc2c1c1ccccc1c1c2cccc1,0,CCRIS
438,GCKZANITAMOIAR-XWVCPFKXSA-N,Organic compounds,[O-]C(=O)c1ccccc1.CC[C@@H]([C@H]1O[C@@]2(C=C[C@@H]1C)O[C@@H]1C/C=C(\C)/[C@@H](O[C@H]3C[C@H](OC)[C@H]([C@@H](O3)C)O[C@H]3C[C@H](OC)[C@H]([C@@H](O3)C)[NH2+]C)[C@@H](C)/C=C/C=C\3/[C@]4([C@H](C(=O)O[C@H](C2)C1)C=C(C)[C@H]([C@H]4OC3)O)O)C,True,[O-]C(=O)c1ccccc1.CC[C@@H]([C@H]1O[C@@]2(C=C[C@@H]1C)O[C@@H]1C/C=C(\C)/[C@@H](O[C@H]3C[C@H](OC)[C@H]([C@@H](O3)C)O[C@H]3C[C@H](OC)[C@H]([C@@H](O3)C)[NH2+]C)[C@@H](C)/C=C/C=C\3/[C@]4([C@H](C(=O)O[C@H](C2)C1)C=C(C)[C@H]([C@H]4OC3)O)O)C,0,CCRIS
439,GCTODDXZZNSHQO-UHFFFAOYSA-N,Organic compounds,Cc1ccc2c3c1CC(c3c1c(c2)c2ccccc2cc1)OS(=O)(=O)O,True,Cc1ccc2c3c1CC(c3c1c(c2)c2ccccc2cc1)OS(=O)(=O)O,1,CCRIS
440,GDBQQVLCIARPGH-ULQDDVLXSA-N,Organic compounds,O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(C)C)CC(C)C)CCCN=C(N)N,True,O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(C)C)CC(C)C)CCCN=C(N)N,1,CPDB
441,GEHJBWKLJVFKPS-UHFFFAOYSA-N,Organic compounds,OC(=O)C(Br)Cl,True,OC(=O)C(Br)Cl,1,CCRIS
442,GEYOCULIXLDCMW-UHFFFAOYSA-N,Organic compounds,Nc1ccccc1N,True,Nc1ccccc1N,1,CCRIS
443,GFOKXZBYAVRDMO-UHFFFAOYSA-N,Organic compounds,CN(N=O)CCO,True,CN(N=O)CCO,1,CPDBAS
444,GGLZPLKKBSSKCX-QSKRVBCHSA-N,Organic compounds,CC[35S]CC[C@@H](C(=O)O)N,True,CC[35S]CC[C@@H](C(=O)O)N,1,CHEBI
445,GGLZPLKKBSSKCX-UHFFFAOYSA-N,Organic compounds,CCSCCC(C(=O)O)N,True,CCSCCC(C(=O)O)N,1,CCRIS
446,GGLZPLKKBSSKCX-YFKPBYRVSA-N,Organic compounds,CCSCC[C@@H](C(=O)O)N,True,CCSCC[C@@H](C(=O)O)N,1,CCRIS
447,GGXRZUFEHAUOEV-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)C1=Cc2c3c(O1)cccc3ccc2,True,[O-][N+](=O)C1=Cc2c3c(O1)cccc3ccc2,1,CCRIS
448,GHMLBKRAJCXXBS-UHFFFAOYSA-N,Organic compounds,Oc1cccc(c1)O,True,Oc1cccc(c1)O,0,CCRIS
449,GHOSNRCGJFBJIB-UHFFFAOYSA-N,Organic compounds,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)OC(OC(=O)OC1CCCCC1)C,True,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)OC(OC(=O)OC1CCCCC1)C,0,CPDBAS
450,GHQCIALFYKYZGS-UHFFFAOYSA-N,Organic compounds,Nc1ccc2c(c1)oc1c2cccc1,True,Nc1ccc2c(c1)oc1c2cccc1,1,CPDB
451,GHRHULTYHYEOQB-UHFFFAOYSA-M,Organic compounds,CCCCCCCCCCC(c1ccc(cc1)S(=O)(=O)[O-])C.[Na+],False,CCCCCCCCCCC(c1ccc(cc1)S(=O)(=O)[O-])C,0,CPDBAS
452,GIYXAJPCNFJEHY-UHFFFAOYSA-N,Organic compounds,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F.Cl,True,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F.Cl,0,CCRIS
453,GJNGMQYHOZFQNX-UHFFFAOYSA-N,Organic compounds,CC(=O)Nc1ccc2c3c1ccc1c3c(cc2)ccc1,True,CC(=O)Nc1ccc2c3c1ccc1c3c(cc2)ccc1,0,CCRIS
454,GJUABKCEXOMRPQ-UHFFFAOYSA-N,Organic compounds,COc1ccc(c(c1)N=Nc1c(O)ccc2c1cccc2)OC,True,COc1ccc(c(c1)N=Nc1c(O)ccc2c1cccc2)OC,1,CCRIS
455,GLNADSQYFUSGOU-UHFFFAOYSA-J,Organic compounds,Cc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],False,Cc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-],1,CHEBI
456,GLUUGHFHXGJENI-UHFFFAOYSA-N,Organic compounds,N1CCNCC1,True,N1CCNCC1,0,CPDBAS
457,GLVAUDGFNGKCSF-UHFFFAOYSA-N,Organic compounds,S=c1nc[nH]c2c1[nH]cn2,True,S=c1nc[nH]c2c1[nH]cn2,0,IARC
458,GMGIWEZSKCNYSW-UHFFFAOYSA-N,Organic compounds,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O.O.O,True,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O.O.O,0,CPDBAS
459,GMGWMIJIGUYNAY-UHFFFAOYSA-N,Organic compounds,Cc1cc2ncccc2c2c1n(C)c(n2)N,True,Cc1cc2ncccc2c2c1n(C)c(n2)N,1,CCRIS
460,GMHPROGCQPQRLG-UHFFFAOYSA-N,Organic compounds,O=C(C(F)(F)F)Nc1scc(n1)c1ccc(o1)[N+](=O)[O-],True,O=C(C(F)(F)F)Nc1scc(n1)c1ccc(o1)[N+](=O)[O-],1,CPDBAS
